70890,"Gaia DR3 5853498713190525696",772.33,2.42,768.0665,0.0499,1.3011
87937,"Gaia DR3 4472832130942575872",549.01,1.58,546.9759,0.0401,1.8275
54035,"Gaia DR3 762815470562110464",392.4,0.91,392.7529,0.0321,2.5453
92403,"Gaia DR3 4075141768785646848",336.48,1.82,336.0266,0.0317,2.9762
114046,"Gaia DR3 6553614253923452800",303.9,0.87,304.1354,0.02,3.2877
57548,"Gaia DR3 3796072592206250624",299.58,2.2,296.3053,0.0302,3.3731
104217,"Gaia DR3 1872046574983497216",285.42,0.72,286.0054,0.0289,3.4947
104214,"Gaia DR3 1872046609345556480",287.13,1.51,285.9949,0.0599,3.4904
91768,"Gaia DR3 2154880616774131840",280.28,2.57,283.8401,0.022,3.522
91772,"Gaia DR3 2154880616774131712",284.48,5.01,283.8378,0.0287,3.5236
1475,"Gaia DR3 385334230892516480",280.27,1.05,280.7068,0.0203,3.5625
108870,"Gaia DR3 6412595290592307840",275.76,0.69,274.8431,0.0956,3.6481
8102,"Gaia DR3 2452378776434477184",274.17,0.8,273.8097,0.1701,\N
5643,"Gaia DR3 2358524597030794112",269.05,7.57,269.0573,0.0337,\N
36208,"Gaia DR3 3139847906307949696",263.26,1.43,264.1269,0.0413,3.786
24186,"Gaia DR3 4810594479418041856",255.26,0.86,254.1986,0.0168,3.9346
105090,"Gaia DR3 6583272171336048640",253.37,1.13,251.9124,0.0352,\N
80824,"Gaia DR3 4330690742322011520",234.51,1.82,232.139,0.0268,\N
3829,"Gaia DR3 2552928187080872832",226.95,5.35,231.78,0.0183,\N
86162,"Gaia DR3 1637645127018395776",220.85,0.92,219.7898,0.021,4.549
85523,"Gaia DR3 5951824121022278144",220.43,1.63,219.6463,0.0262,4.5522
57367,"Gaia DR3 5332606522595645952",216.4,2.11,215.6753,0.0181,\N
113020,"Gaia DR3 2603090003484152064",212.69,2.1,214.038,0.0356,4.665
49908,"Gaia DR3 823773494718931968",205.22,0.81,205.3148,0.0224,4.8722
54211,"Gaia DR3 778947814402602752",206.94,1.19,203.8876,0.0332,4.9055
106440,"Gaia DR3 6562924609150908416",202.53,1.33,201.3252,0.0237,4.9647
86214,"Gaia DR3 5955305209191546112",198.32,2.43,199.6944,0.0312,5.0035
112460,"Gaia DR3 1934263333784036736",198.07,2.05,197.9573,0.022,\N
57544,"Gaia DR3 1129149723913123456",185.48,1.43,190.3251,0.0194,5.2528
67155,"Gaia DR3 3741297293732404352",184.13,1.27,183.9962,0.0253,5.4354
21088,"Gaia DR3 470826482637310080",181.36,3.67,181.2438,0.0499,\N
33226,"Gaia DR3 939072613334579328",181.32,1.87,179.0629,0.028,5.5781
103039,"Gaia DR3 6882963066420161664",182.15,3.68,177.9312,0.0365,5.6148
25878,"Gaia DR3 3209938366665770752",175.72,1.2,175.3131,0.0204,\N
29295,"Gaia DR3 2940856402123426176",173.19,1.12,173.574,0.017,\N
96100,"Gaia DR3 2261614264931057664",173.41,0.46,173.4939,0.0748,5.7628
26857,"Gaia DR3 3340477717172813568",172.78,3.88,172.6762,0.0286,5.7885
73184,"Gaia DR3 6232511606838403968",169.32,1.67,169.8843,0.0653,5.887
86990,"Gaia DR3 5918660719983560192",172.08,2.22,169.8042,0.0465,5.8922
117473,"Gaia DR3 2739689239311660672",167.51,1.49,169.2163,0.0281,5.9056
94761,"Gaia DR3 4293318823182081408",170.26,1.37,169.0615,0.0239,5.9095
76074,"Gaia DR3 6002807341299977216",168.52,1.42,168.9965,0.027,5.9146
84478,"Gaia DR3 4109034455276324608",167.56,1.06,167.9617,0.0311,5.9525
37766,"Gaia DR3 3136952686035250688",168.59,2.67,166.9769,0.0343,5.9792
99461,"Gaia DR3 6697578465310949376",165.24,0.9,166.3272,0.1065,\N
34603,"Gaia DR3 946632924007399936",157.24,3.32,165.2147,0.0636,\N
99240,"Gaia DR3 6427464123776727168",163.73,0.65,163.9544,0.1222,6.099
99701,"Gaia DR3 6673000841376349696",161.17,1.08,162.2171,0.0225,6.1659
71253,"Gaia DR3 6324325225803432320",163.51,2.77,159.9225,0.0546,6.2554
74995,"Gaia DR3 6322070093095493504",159.52,2.27,158.7183,0.0301,6.2984
45343,"Gaia DR3 1022456139210632064",161.59,5.23,157.8879,0.0197,6.3395
120005,"Gaia DR3 1022456104850892928",159.48,6.61,157.8825,0.0211,\N
80459,"Gaia DR3 1428427236986209024",151.93,1.11,154.3503,0.0161,6.4746
82809,"Gaia DR3 4339465360510320128",153.96,4.04,153.8754,0.0474,6.501
114622,"Gaia DR3 2009481748875806976",153.24,0.65,152.864,0.0494,\N
53767,"Gaia DR3 3988987164339438208",150.96,1.59,148.1986,0.0253,6.7458
106106,"Gaia DR3 1784473016438653056",148.29,1.85,147.4958,0.0257,\N
113296,"Gaia DR3 2828928008202069376",145.27,1.22,145.6234,0.0255,6.8717
53020,"Gaia DR3 3864615459886222464",177.46,23,143.5391,0.0286,6.9687
51317,"Gaia DR3 3855208897392952192",138.29,2.13,142.0951,0.0212,7.0329
103096,"Gaia DR3 2195886971653527168",141.95,0.77,142.0543,0.016,7.0383
3765,"Gaia DR3 2552925644460225152",134.04,0.86,134.4948,0.0578,7.4303
2021,"Gaia DR3 4683897617110115200",133.78,0.51,133.7194,0.272,\N
113283,"Gaia DR3 6604147121141267712",130.94,0.92,131.5525,0.0275,7.6016
65859,"Gaia DR3 3738099879558957952",131.12,1.29,131.1013,0.027,7.6238
7981,"Gaia DR3 96331172942614528",133.91,0.91,130.8234,0.1532,7.6485
12781,"Gaia DR3 114207651462714880",132.42,2.48,130.1956,0.0281,7.6778
49986,"Gaia DR3 3828238392559860992",127.99,1.53,129.7544,0.0252,7.7076
85295,"Gaia DR3 4375233191015944192",129.54,0.95,129.6459,0.0175,\N
88574,"Gaia DR3 4177731838628465408",128.28,1.44,129.2184,0.0256,7.7298
22449,"Gaia DR3 3288921720025503360",124.6,0.95,124.6198,0.2246,8.016
61874,"Gaia DR3 6133474952391837824",130.52,3.87,124.1851,0.0295,8.0494
62452,"Gaia DR3 3735000631158990976",121.78,2.9,123.7756,0.0329,8.0817
101180,"Gaia DR3 2246206567973292160",125.62,1.11,123.6547,0.0148,8.0768
86287,"Gaia DR3 4550763526539955712",123.02,1.62,122.5546,0.0176,8.1485
113576,"Gaia DR3 2396530698208685312",122.8,0.94,121.4724,0.0249,8.2322
4856,"Gaia DR3 533621859441169920",122.77,1.23,121.4598,0.0158,8.2276
61317,"Gaia DR3 1534011998572555776",119.46,0.83,118.0266,0.153,8.3934
80018,"Gaia DR3 6021430250773348736",118.03,2.28,117.4716,0.0291,8.5053
64924,"Gaia DR3 3507879565090229888",117.3,0.71,117.1726,0.1456,\N
113229,"Gaia DR3 6378584028690858496",116.02,1.33,116.3134,0.0168,8.5921
1599,"Gaia DR3 4900108950849461248",116.38,0.64,116.1826,0.1334,8.5803
32984,"Gaia DR3 3101923001490347392",114.94,0.86,114.3547,0.0418,8.7464
57802,"Gaia DR3 4031586157514097024",116.92,1.38,114.0854,0.0191,8.757
84720,"Gaia DR3 5951165616611763456",113.81,1.36,113.7513,0.0725,8.7852
99825,"Gaia DR3 6847167606385195648",113.33,0.89,113.4872,0.0516,8.8133
109388,"Gaia DR3 2627117287488522240",113.97,2.1,113.4447,0.03,8.8094
93873,"Gaia DR3 4519789321942643072",115.91,2.47,113.2521,0.0296,8.8324
93899,"Gaia DR3 4519789081415296128",112.82,2.41,113.2228,0.0192,8.8372
31292,"Gaia DR3 5260759175761502976",119.54,13.42,113.1318,0.0176,\N
31293,"Gaia DR3 5260759175761501696",114.18,3.18,113.1304,0.0169,8.8458
23311,"Gaia DR3 3211461469444773376",113.46,0.82,113.0715,0.0222,8.8472
38956,"Gaia DR3 922225002820369152",122.53,11.52,112.9927,0.0259,\N
60559,"Gaia DR3 3519785523672576384",112.52,2.51,112.674,0.0241,8.8792
27072,"Gaia DR3 2964000159821218432",111.49,0.6,112.296,0.1452,8.9121
40501,"Gaia DR3 3089711447388931584",109.23,1.79,111.8698,0.0228,8.9314
55360,"Gaia DR3 1057318835428596096",109.95,1.11,110.2305,0.0166,9.0828
56528,"Gaia DR3 3478160727866058368",110.65,1.81,110.1711,0.0204,9.0646
17378,"Gaia DR3 5164120762333028736",110.58,0.88,110.0254,0.1944,\N
108706,"Gaia DR3 1893189736896880640",111.57,3.19,109.8548,0.0259,\N
57939,"Gaia DR3 4034171629042489088",109.21,0.78,109.0296,0.0197,9.1693
66906,"Gaia DR3 1470462322431834880",109.89,3.18,108.7903,0.044,\N
64394,"Gaia DR3 1460229442589223424",109.23,0.72,108.725,0.1645,9.2019
23512,"Gaia DR3 2976850598890749824",107.86,2.95,108.2732,0.0398,\N
105858,"Gaia DR3 6401464693867773568",108.5,0.59,108.0102,0.1061,9.2451
15457,"Gaia DR3 3269362645115584640",109.18,0.78,107.8023,0.1838,\N
57443,"Gaia DR3 5381537023379295232",108.23,0.7,107.3024,0.0873,9.3339
9786,"Gaia DR3 5020179503252128768",105.64,3,106.6096,0.0273,9.3685
47780,"Gaia DR3 5412250540681250560",101.87,13.4,106.1727,0.0141,9.4061
47103,"Gaia DR3 5664814198431308288",111.41,1.99,105.9789,0.0227,9.43
29277,"Gaia DR3 1143321672882274560",106.43,1.44,105.6903,0.0142,9.4696
21932,"Gaia DR3 3409711211681795584",106.16,2.51,105.4275,0.021,\N
61629,"Gaia DR3 6078114541943893888",103.54,2.1,105.3467,0.0213,9.4851
86776,"Gaia DR3 1349047857580994560",105.39,1.15,104.9147,0.0177,9.5186
56452,"Gaia DR3 3478127463341507072",104.84,0.81,104.6133,0.0277,9.5357
56997,"Gaia DR3 4025850731201819392",104.81,0.72,104.4252,0.1005,9.5746
47425,"Gaia DR3 5425628298649940608",105.34,1.67,104.0957,0.0176,9.6173
86057,"Gaia DR3 5946986063684477056",102.3,2.21,103.3081,0.0216,9.6847
76901,"Gaia DR3 6254033894121581952",121.86,43.95,103.1798,0.3159,\N
102409,"Gaia DR3 6794047652729201024",100.59,1.35,102.9432,0.0231,\N
57087,"Gaia DR3 4017860992519744384",97.73,2.27,102.3014,0.0302,9.7782
82003,"Gaia DR3 1314438839310796800",102.35,0.88,101.5615,0.015,9.8461
4872,"Gaia DR3 522863309964987520",99.44,1.39,101.4238,0.0169,9.8438
81300,"Gaia DR3 4358031335898505472",102.27,0.85,101.0719,0.0501,9.8997
21553,"Gaia DR3 272855565763652480",98.12,1.2,100.9161,0.0266,9.9082
46655,"Gaia DR3 3840711729206827520",103.56,3.91,100.9033,0.0265,9.888
72944,"Gaia DR3 1187851653287128576",101.91,1.67,100.5243,0.021,9.946
31635,"Gaia DR3 3359074685047632640",101.59,2.35,100.0232,0.0208,10.0009
8362,"Gaia DR3 512167948043650816",100.24,0.68,99.5902,0.0438,10.0376
68184,"Gaia DR3 1661568850770761600",98.97,0.56,99.3325,0.0193,10.0646
117828,"Gaia DR3 6377828354964753792",98.43,1.15,98.849,0.0167,10.1102
85665,"Gaia DR3 4389844948935164544",100.17,1.3,98.8439,0.0156,10.1068
58345,"Gaia DR3 3487062064765702272",98.16,0.88,98.298,0.0203,10.1728
29271,"Gaia DR3 5264749303462961280",98.54,0.45,97.9158,0.0573,10.1964
25578,"Gaia DR3 3338097377577012480",115.04,5.22,97.8868,0.0288,\N
13402,"Gaia DR3 5160075762132996992",96.33,0.77,96.52,0.0258,10.3582
83043,"Gaia DR3 4572835535272627712",96.9,1.48,96.2333,0.0244,\N
14754,"Gaia DR3 4646535078125821568",98.5,1.46,96.1834,0.0289,\N
68469,"Gaia DR3 3657653114880309248",98.26,1.61,95.9575,0.0253,10.4007
45908,"Gaia DR3 5299440441521812992",95.37,0.98,95.6982,0.0145,10.4427
37217,"Gaia DR3 5715352842388433664",92.15,2.99,95.6634,0.0211,10.4335
83591,"Gaia DR3 4364527594192166400",92.98,1.04,95.567,0.0241,10.4445
83599,"Gaia DR3 4364480521350598144",89.7,28.71,95.5597,0.0214,10.4702
95071,"Gaia DR3 4201781696994073472",89.08,7.16,95.1758,0.0292,\N
10279,"Gaia DR3 2515037264041041536",96.28,1.8,95.1606,0.0247,10.5004
48714,"Gaia DR3 1051547052218220160",95.4,1.2,95.0477,0.0157,10.5193
108782,"Gaia DR3 2683023811628007296",96.98,1.48,94.5637,0.0473,10.5826
14632,"Gaia DR3 436648129327098496",94.93,0.67,94.5412,0.1448,10.5637
115332,"Gaia DR3 2817999068780218368",93.5,3.58,94.3667,0.0287,\N
62687,"Gaia DR3 3689602277083844480",92.75,0.96,93.8547,0.0245,10.6501
84794,"Gaia DR3 4574048021719710848",83.01,6.03,92.9857,0.0252,10.7474
56244,"Gaia DR3 5382868669400908928",95.46,2.59,92.9284,0.0257,10.762
79762,"Gaia DR3 1642642957122493824",93.14,1.38,92.8985,0.016,10.7507
79755,"Gaia DR3 1642641410934267008",93.79,1.21,92.8766,0.0146,10.768
54532,"Gaia DR3 3536123338748976256",93.56,1.67,92.8036,0.0268,10.789
91699,"Gaia DR3 2090085056523454464",88.14,2.27,92.6127,0.0174,10.7731
70975,"Gaia DR3 6324308389531786112",89.76,3.47,91.8962,0.0359,\N
48659,"Gaia DR3 5657274198660921472",87.26,3.1,91.7371,0.0389,\N
10644,"Gaia DR3 326173044957518080",92.2,0.84,91.6504,0.4271,\N
71898,"Gaia DR3 1669449084967071872",101.34,12.77,91.4791,0.0156,10.9319
66459,"Gaia DR3 1471777269618346240",91.72,1.23,91.3876,0.0185,10.9272
82257,"Gaia DR3 1431783457574556672",91.13,2.33,91.34,0.022,\N
16536,"Gaia DR3 4846689899968623744",92.05,2.05,91.1477,0.015,10.9505
64797,"Gaia DR3 3936909723803146368",89.07,0.99,91.0176,0.0236,10.9812
57757,"Gaia DR3 3796442680948579328",91.74,0.77,90.8945,0.1934,11.0006
57050,"Gaia DR3 772430527947893632",90.66,3.03,90.6896,0.0258,\N
8768,"Gaia DR3 5134635708766250752",90.17,1.37,90.4171,0.0213,\N
88972,"Gaia DR3 4610177733290768896",90.11,0.54,90.1234,0.0156,11.0935
3093,"Gaia DR3 2802397960855105920",90.03,0.72,90.0248,0.0482,11.1092
93101,"Gaia DR3 4282578724832056576",90.02,1.46,90.0212,0.0214,11.1175
92871,"Gaia DR3 4310275491469537152",86.27,1.9,89.9065,0.0261,11.0884
12777,"Gaia DR3 438829629114680704",89.03,0.79,89.685,0.1638,11.1384
78072,"Gaia DR3 1193030490492925824",89.92,0.72,89.5647,0.1835,11.167
42808,"Gaia DR3 5528866839863569024",89.78,0.56,89.3522,0.0151,11.1896
67164,"Gaia DR3 6294928369390563968",87.73,4.26,89.3256,0.0225,11.1918
21556,"Gaia DR3 3184351876391975808",90.23,1.81,89.1897,0.0199,\N
20917,"Gaia DR3 145421309108301184",87.17,1.05,89.0546,0.0234,11.2306
47080,"Gaia DR3 798068905726303232",89.45,0.78,89.0092,0.0937,11.2098
48331,"Gaia DR3 5412947081295024896",89.67,0.82,88.6737,0.0173,\N
8051,"Gaia DR3 2560771312759450496",88.86,1.99,88.306,0.0233,11.2891
29052,"Gaia DR3 2911981886751531648",87.64,2.61,87.702,0.0187,\N
26335,"Gaia DR3 3339921875389105152",87.9,1.29,87.5297,0.0242,\N
116745,"Gaia DR3 6380214844952702848",87.72,0.64,87.3724,0.0187,\N
75187,"Gaia DR3 1214160733157163008",87.79,1.93,87.3251,0.0214,\N
428,"Gaia DR3 386655019234959872",86.98,1.41,86.9299,0.017,11.4826
47513,"Gaia DR3 614543647497149056",88.06,1.98,86.6196,0.0218,11.513
11964,"Gaia DR3 4946938113149426944",86.87,0.86,86.6124,0.0355,11.5207
108569,"Gaia DR3 6409685433069148288",84.26,1.74,86.5613,0.0174,11.5673
72848,"Gaia DR3 1236929488664453376",86.69,0.81,85.9932,0.5516,11.6017
107556,"Gaia DR3 6838311796136238976",84.58,0.88,85.9406,0.3327,\N
69454,"Gaia DR3 5895265380327966464",85.02,1.79,85.724,0.0183,11.6816
23708,"Gaia DR3 4763897739549071744",86.76,0.89,85.5301,0.015,\N
23693,"Gaia DR3 4763906879239461632",85.83,0.46,85.5233,0.0755,11.6872
109555,"Gaia DR3 1776317182780536064",87.42,1.63,85.406,0.0218,11.7055
36338,"Gaia DR3 3060641356390249728",79.65,2.61,85.2177,0.0518,11.6938
13389,"Gaia DR3 4721111481504887040",86.91,1.9,85.1168,0.0276,11.7481
36834,"Gaia DR3 1088813933689615872",87.01,2.17,84.7001,0.0167,\N
69972,"Gaia DR3 5866992641380992256",84.5,0.79,84.6029,0.0218,11.8196
104432,"Gaia DR3 6885776098199761024",82.33,2.4,84.4402,0.0257,11.8599
47620,"Gaia DR3 1071194431653425280",85.14,3.18,84.3281,0.0172,11.852
47650,"Gaia DR3 1071195187567668480",86.69,2.24,84.2983,0.0182,\N
54646,"Gaia DR3 732857558276385664",83.85,1.07,84.1766,0.0258,11.8875
77257,"Gaia DR3 4430238051199001216",85.08,0.8,83.9214,0.1501,\N
53985,"Gaia DR3 3988689609004982912",85.76,1.36,83.7642,0.0204,11.9215
22762,"Gaia DR3 2979590513145784192",80.89,1.97,83.6897,0.016,11.9395
11048,"Gaia DR3 354077348697687424",83.93,1.3,83.6606,0.0262,11.9665
36627,"Gaia DR3 898506166187633280",87.15,4.85,83.4,0.0257,11.9562
84099,"Gaia DR3 1341113541156480768",83.13,2.13,83.0687,0.0178,12.0478
15371,"Gaia DR3 4722135642226902656",82.79,0.53,83.0606,0.0608,12.0098
15330,"Gaia DR3 4722111590409480064",82.51,0.54,83.024,0.0438,12.0322
102401,"Gaia DR3 2070115588901082368",80.01,1.57,82.8903,0.0167,12.0408
24284,"Gaia DR3 3407785622839603968",78.5,8.94,82.3104,0.0203,12.1545
41926,"Gaia DR3 5640565607657897728",82.15,0.66,82.208,0.0178,12.1433
84790,"Gaia DR3 1348028919540189056",80.98,1.77,81.7394,0.0282,\N
26779,"Gaia DR3 263916708025623680",81.69,0.83,81.4987,0.0253,12.2628
26801,"Gaia DR3 263916742385357056",80.13,1.67,81.4644,0.023,12.2567
102186,"Gaia DR3 6471497502884511232",82.57,1.25,81.0279,0.0228,12.3429
22627,"Gaia DR3 3288082758293022848",82.52,3.99,80.5623,0.0236,\N
103910,"Gaia DR3 6456884409233519360",70.51,5.16,80.0211,0.031,12.5012
24813,"Gaia DR3 188771135583573504",79.08,0.9,79.6021,0.1005,12.5407
40693,"Gaia DR3 5726982995343100928",79.48,0.77,79.4953,0.04,12.5534
43587,"Gaia DR3 704967037090946688",79.8,0.84,79.4482,0.0429,12.5796
55042,"Gaia DR3 5339892367684811520",79.71,2.8,78.8922,0.0319,12.6964
98698,"Gaia DR3 4247023886053586304",76.26,1.03,78.6465,0.0198,12.7116
59406,"Gaia DR3 3517841209157902720",78.14,2.8,78.4814,0.0236,12.7444
84051,"Gaia DR3 5924187617032756736",79.53,1.82,78.2621,0.0195,12.7768
56998,"Gaia DR3 5378886891123024512",79.91,0.92,78.2268,0.0182,\N
46580,"Gaia DR3 3852570413083923072",78.87,1.02,78.1945,0.0215,12.7719
85235,"Gaia DR3 1637110042813188608",78.14,0.51,78.1747,0.0226,12.7743
51007,"Gaia DR3 3767878708888402816",80.07,1.8,78.1746,0.0253,12.8001
36915,"Gaia DR3 985610542491481984",76.31,2.56,78.1626,0.0208,12.7998
10395,"Gaia DR3 4971496564348436352",80.79,2.81,78.1168,0.033,\N
10798,"Gaia DR3 5117974602912370432",78.88,0.72,77.914,0.0295,12.8271
80337,"Gaia DR3 6018047019138644480",77.69,0.86,77.5655,0.0661,12.8827
80300,"Gaia DR3 6018034958869558912",78.04,2.4,77.4545,0.0433,\N
67090,"Gaia DR3 1244644727396803584",76.7,1.46,77.4412,0.0171,12.8899
25623,"Gaia DR3 3210731015768096000",77.03,0.91,77.3499,0.0198,\N
27887,"Gaia DR3 4758877919212831104",77.95,0.53,77.3261,0.017,\N
51459,"Gaia DR3 853819947756949120",77.82,0.65,77.2485,0.0805,12.9421
25953,"Gaia DR3 3338162729799839104",78.3,3.37,77.1359,0.0266,12.9219
111313,"Gaia DR3 2717105133036645760",78.07,2.45,77.0346,0.0215,12.9583
70475,"Gaia DR3 1175938925836488448",69.73,4.28,76.7826,0.0449,13.0434
91438,"Gaia DR3 4079684229322231040",77.02,0.85,76.7405,0.0494,\N
19884,"Gaia DR3 4780166972587269120",76.46,0.63,76.6638,0.0146,13.0284
9291,"Gaia DR3 505516521175942784",83.2,3.68,76.2912,0.0252,13.0586
48336,"Gaia DR3 5690980582306104448",73.1,22.31,76.1644,0.0195,13.1396
110443,"Gaia DR3 6508401923473282432",74.75,1.32,76.1595,0.0197,\N
31862,"Gaia DR3 5497072086021346688",76.47,1.05,75.9486,0.0097,13.1637
90790,"Gaia DR3 4093301474693288960",75.71,0.89,75.8476,0.0349,13.1764
13218,"Gaia DR3 4741883764414703232",76.45,1.46,75.7208,0.0152,13.2155
89211,"Gaia DR3 6721432232656218752",77.18,1.23,75.7122,0.0211,13.2047
21818,"Gaia DR3 3411339626674506624",74.13,1.24,75.687,0.0241,13.2084
115562,"Gaia DR3 2009439555118168832",76.23,1.41,75.5723,0.013,13.2189
71181,"Gaia DR3 1605198298364601088",74.5,0.69,75.5689,0.0151,13.206
22263,"Gaia DR3 2980492387558410112",75.1,0.8,75.5289,0.0539,13.1915
111960,"Gaia DR3 6608490501308343168",73.85,1.13,75.3248,0.0232,13.254
78353,"Gaia DR3 4347870370990204928",71.84,1.91,75.2941,0.0232,13.2449
66625,"Gaia DR3 1503625448550796032",75.43,1.59,74.7985,0.0153,13.3688
91430,"Gaia DR3 4103671243754951296",78.52,2.87,74.7918,0.0528,13.3978
10617,"Gaia DR3 4971681351020953088",70.16,2.88,74.5735,0.035,13.3517
50341,"Gaia DR3 3765772972322477696",72.79,2.37,74.238,0.0262,13.4515
56157,"Gaia DR3 3592769731134725248",71.64,4.02,74.2047,0.0247,13.4787
7513,"Gaia DR3 348020482735930112",74.25,0.72,74.194,0.2083,13.5205
28368,"Gaia DR3 269067920001221888",73.58,21.52,74.1397,0.0173,13.5032
27188,"Gaia DR3 283569928616960768",73.04,1.11,74.1187,0.018,\N
8070,"Gaia DR3 512129087182637696",74.45,1.11,73.9769,0.0183,\N
46769,"Gaia DR3 798914636327665536",73.88,2.02,73.6956,0.0183,13.5508
79537,"Gaia DR3 5835113573101867520",72.75,0.82,73.5482,0.0184,\N
98036,"Gaia DR3 4296708789290712064",72.95,0.83,73.5249,0.1415,\N
16711,"Gaia DR3 4833654227548585856",74.86,0.83,73.5199,0.0164,\N
116771,"Gaia DR3 2756363608023588864",72.51,0.88,73.237,0.1698,13.8409
61094,"Gaia DR3 3902785006045478656",74.58,1.48,72.8932,0.0289,\N
83990,"Gaia DR3 5914096303621755520",73.07,0.91,72.8538,0.0218,13.6943
97241,"Gaia DR3 2034628782438989440",87.57,4.8,72.7,0.014,\N
544,"Gaia DR3 2860924621205256704",72.98,0.75,72.6419,0.0292,13.7606
23518,"Gaia DR3 266846631637524864",71.35,1.76,72.1734,0.0173,13.8584
53721,"Gaia DR3 777254360337133312",71.04,0.66,72.007,0.0974,13.8966
16852,"Gaia DR3 3263836568394170880",72.89,0.78,71.837,0.1503,13.9206
19337,"Gaia DR3 170639948323693952",73.01,2.19,71.8221,0.0189,13.8921
17420,"Gaia DR3 5107106033552702208",71.17,0.91,71.7505,0.021,13.9248
4148,"Gaia DR3 5031808453624044800",71.01,0.78,71.7259,0.0267,13.9406
12261,"Gaia DR3 4726357491998516480",67.2,3.03,71.7043,0.0192,13.9553
15638,"Gaia DR3 567659818855055488",72.8,1.63,71.6586,0.0138,13.9555
87938,"Gaia DR3 1350714133093019904",73.75,1.84,71.4952,0.0152,13.9707
35353,"Gaia DR3 948039989652369408",69.21,2.16,71.3227,0.0234,14.0025
28035,"Gaia DR3 2910909931633597312",68.58,1.94,71.2607,0.0172,14.0398
116317,"Gaia DR3 2644439955745152512",71.56,4.77,71.2339,0.0229,14.0407
12097,"Gaia DR3 87921523897823872",71.6,1.89,71.2164,0.0232,14.042
110109,"Gaia DR3 6508776375901968640",73.47,0.7,71.0938,0.0554,13.9788
67487,"Gaia DR3 6288325222245417856",70.49,1.01,71.078,0.0318,14.0413
37349,"Gaia DR3 3057712223051571200",70.44,0.94,71.0323,0.0243,14.0731
83762,"Gaia DR3 4568060562432051584",73.94,3.01,70.9684,0.0224,14.1021
61901,"Gaia DR3 3934198156329809152",69.94,1.1,70.8793,0.0266,\N
79672,"Gaia DR3 4345775217221821312",71.3,0.89,70.7371,0.0631,14.1361
86963,"Gaia DR3 4055584308787727488",161.77,11.29,70.7335,0.1163,\N
97944,"Gaia DR3 6863535898551993472",70.34,0.81,70.701,0.035,14.1465
93206,"Gaia DR3 6662167868705713664",72.07,2.52,70.5952,0.0261,14.1636
70865,"Gaia DR3 1229089524081628416",70.06,2.25,70.3249,0.0211,14.1729
